366,871,16 bit unsigned,Сигнал тревоги сливной насос конденсата ,-,0,1,0,R
367,872,16 bit unsigned,Предохранительный термостат эллеплообменника ,-,0,1,0,R
368,873,16 bit unsigned,Сигнал тревоги засоренного воздушного фильтра ,-,0,1,0,R
369,874,16 bit unsigned,Сигнал тревоги сухого охладителя ,-,0,1,0,R
36A,875,16 bit unsigned,Общий сигнал тревоги внешнего увлажнителя ,-,0,1,0,R
36B,876,16 bit unsigned,Общий сигнал тревоги водяного насоса ,-,0,1,0,R
36C,877,16 bit unsigned,Общий сигнал тревоги конденсаторного блока ,-,0,1,0,R
36D,878,16 bit unsigned,Сигнал тревоги датчика утечки газового хладагента ,-,0,1,0,R
36E,879,16 bit unsigned,Сигнал тревоги отсутствие электропитания ,-,0,1,0,R
36F,880,16 bit unsigned,Общий незначительный сигнал тревоги ,-,0,1,0,R
379,890,16 bit unsigned,Сигнал тревоги связи локальной сети ,-,0,1,0,R
383,900,16 bit unsigned,Сигнал тревоги высокой температуры регулировки ,-,0,1,0,R
384,901,16 bit unsigned,Сигнал тревоги низкой температуры регулировки ,-,0,1,0,R
385,902,16 bit unsigned,Сигнал тревоги высокой предельной температуры ,-,0,1,0,R
386,903,16 bit unsigned,Сигнал тревоги низкой предельной температуры ,-,0,1,0,R
38D,910,16 bit unsigned,Сигнал тревоги высокой влажности на возврате ,-,0,1,0,R
38E,911,16 bit unsigned,Сигнал тревоги низкой влажности на возврате ,-,0,1,0,R
38F,912,16 bit unsigned,Сигнал тревоги высокой влажности на подаче ,-,0,1,0,R
390,913,16 bit unsigned,Сигнал тревоги низкой влажности на подаче ,-,0,1,0,R
397,920,16 bit unsigned,Сигнал тревоги связи модуля 1 ,-,0,1,0,R
398,921,16 bit unsigned,Сигнал тревоги датчика 1 модуля 1 ,-,0,1,0,R
399,922,16 bit unsigned,Сигнал тревоги датчика 2 модуля 1 ,-,0,1,0,R
39A,923,16 bit unsigned,Сигнал тревоги датчика 3 модуля 1 ,-,0,1,0,R
39B,924,16 bit unsigned,Сигнал тревоги датчика 4 модуля 1 ,-,0,1,0,R
39C,925,16 bit unsigned,Сигнал тревоги датчика 5 модуля 1 ,-,0,1,0,R
39D,926,16 bit unsigned,Сигнал тревоги датчика 6 модуля 1 ,-,0,1,0,R
3A1,930,16 bit unsigned,Сигнал тревоги связи модуля 2,-,0,1,0,R
3A2,931,16 bit unsigned,Сигнал тревоги датчика 1 модуля 2,-,0,1,0,R
3A3,932,16 bit unsigned,Сигнал тревоги датчика 2 модуля 2,-,0,1,0,R
3A4,933,16 bit unsigned,Сигнал тревоги датчика 3 модуля 2,-,0,1,0,R
3A5,934,16 bit unsigned,Сигнал тревоги датчика 4 модуля 2,-,0,1,0,R
3A6,935,16 bit unsigned,Сигнал тревоги датчика 5 модуля 2,-,0,1,0,R
3A7,936,16 bit unsigned,Сигнал тревоги датчика 6 модуля 2,-,0,1,0,R
3AB,940,16 bit unsigned,Сигнал тревоги связи модуля 3,-,0,1,0,R
3AC,941,16 bit unsigned,Сигнал тревоги датчика 1 модуля 3,-,0,1,0,R
3AD,942,16 bit unsigned,Сигнал тревоги датчика 2 модуля 3,-,0,1,0,R
3AE,943,16 bit unsigned,Сигнал тревоги датчика 3 модуля 3,-,0,1,0,R
3AF,944,16 bit unsigned,Сигнал тревоги датчика 4 модуля 3,-,0,1,0,R
380,945,16 bit unsigned,Сигнал тревоги датчика 5 модуля 3,-,0,1,0,R
381,946,16 bit unsigned,Сигнал тревоги датчика 6 модуля 3,-,0,1,0,R
